text,HS,RS,MS
usuario usuario hacer hiciste mal poner cuerno emoji cara favor emoji,0,0,0
cuándo acá 600 am convertir hora dormir insomnio,0,0,0
usuario usuario ah verdad valledupar rappi jaja,0,0,0
usuario usuario usuario reelección uribe,0,0,0
usuario usuario jaja ahora ver desastre,0,0,0
usuario usuario jaja bastante duro admitir mucho fuerza brazo,0,0,0
usuario usuario saber mundo entero duda,0,0,0
usuario usuario poder adobar pues pa saber,0,0,0
usuario usuario subir segundo parte,0,0,0
usuario usuario hacer,0,0,0
usuario usuario siempre dejando yo mensaje edifucant emoji mano oración emoji feliz noche dulce sueño,0,0,0
usuario usuario ensayo cuánto durar,0,0,0
usuario usuario diganmar hermoso emoji cara ojo blanco emoji,0,0,0
usuario usuario seguro mandar silva,0,0,0
usuario usuario usuario llegar beso quierar mor,0,0,0
usuario usuario jaja buuutt creer emoji tono piel claro medio emoji emoji carar ojo blanco emoji,0,0,0
usuario usuario juzgar salvar vida hospital,0,0,0
nombrar usuario líder anticorrupción chiste contar solo usuario usuario usuario,0,0,0
usuario usuario simplemente asustado querer soltar emoji cara llorar fuerte emoji emoji corazón roto emoji,0,0,0
empegotar 6000,0,0,0
usuario usuario conocer presentación,0,0,0
usuario usuario usuario astucia inteligencia entonces zorra poder cazar,0,0,0
usuario usuario caso visto jaja,0,0,0
mañana 600 emoji cara llorar fuerte emoji,0,0,0
emoji botón marcar verificación emoji prospectar cliente multinivel mejorar sistema venta emoji billete ala emoji emoji cien punto emoji click aquí emoji dorso mano índice hacia abajo emoji url url,0,0,0
usuario usuario toque aceite oliir después cocción ver tanto seco quedar suelto pasta,0,0,0
usuario usuario usuario usuario eliminado cara cara,0,0,0
usuario 6000 servido,0,0,0
usuario usuario querer saber,0,0,0
usuario usuario prechocha julián,0,0,0
usuario usuario frente,0,0,0
usuario usuario saber jaja jaja creer mismo emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,0,0,0
usuario usuario ohhh excelente gracios explicación emoji pulgar hacia arriba emoji,0,0,0
usuario usuario jajaaj pasar,0,0,0
usuario usuario jajaaj saber cuento emoji cara llorar risa emoji,0,0,0
usuario 2000 juan pablo ángel locura,0,0,0
usuario cali pasatodav carretilla zorra,0,0,0
usuario usuario usuario mucho gracia,0,0,0
miércoles 15 abril 200 am ver dormir seguro nunca cansar tener lado mujer precioso existir emoji gato sonreir ojo corazón emoji,0,0,0
bueno url,0,0,0
usuario usuario usuario igual saber dónde salir aceptar,0,0,0
usuario solo pasar colombio excarcelar 4000 delincuente malo noticia,0,0,0
temblar aguachico 600 am,0,0,0
temblar aguachico 600,0,0,0
magnitud 60 600 am ok,0,0,0
usuario usuario mija ir repetir coger dormido jurgooo,0,0,0
usuario usuario mija,0,0,0
querer ser emplear panaderia  ganarme2000000según fabulosousuario,0,0,0
usuario usuario felicitación mucho bendicionesdio patria,0,0,0
usuario usuario usuario usuario cada gota prisma,0,0,0
usuario usuario emoji cara gritar miedo emoji emoji cara gritar miedo emoji emoji cara gritar miedo emoji perfecto,0,0,0
decreto permitir excarcelar 7000 preso url,0,0,0
usuario 6000 millón publicidad pandemio,0,0,0
temblor 600 am sólo servir cambiar posición inconscientemente cama sueño tanto pesado mió,0,0,0
coronavirus hospital cari contar suministro gas medicinal url url,0,0,0
usuario usuario belleza,0,0,0
usuario usuario usuario además olvidar suspensión fútbol inglés después desastre juventus liverpool,0,0,0
usuario usuario usuario jaja estar igual caracol ventiladores,0,0,0
usuario creer 1500000 promedio mes davi,0,0,0
usuario usuario usuario wuarever,0,0,0
usuario usuario jajasaaa,0,0,0
mamá url,0,0,0
usuario usuario usuario si parecer,0,0,0
usuario usuario jaja mk señal destino,0,0,0
izquir six pack 15000 huevo,0,0,0
usuario usuario ir llegar,0,0,0
usuario usuario usuario jaja,0,0,0
leer apocalipsis ala 0100am fuerteno lograr dormir,0,0,0
usuario usuario obvio ver char,0,0,0
usuario usuario usuario buena tarde hoy actualizado,0,0,0
usuario igual siempre compa 0cuarentena quedateenlaoficina,0,0,0
usuario usuario ahí partir villa leyva,0,0,0
usuario usuario acabastar montar emoji cara favor emoji,0,0,0
usuario usuario btw thx emoji mano señal victorio tono piel claro medio emoji,0,0,0
usuario usuario usuario saber panadero ganar 2000000 mensual alcanzar,0,0,0
usuario usuario desinfectar todo bici,0,0,0
usuario usuario jaja bueno,0,0,0
usuario usuario término doctor cursar recibir título doctorado,0,0,0
usuario usuario as enviado aún,0,0,0
usuario pensar poder lograr cambio 12 año arruinar cualquiera futuro,0,0,0
usuario usuario elder dayan deber dar él buen carrucha panocho ah emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara llorar risa emoji,0,0,0
usuario usuario uyyy interesar emoji cara mano boca emoji,0,0,0
presentar novia usuario emoji ojo emoji emoji cara mano boca emoji,0,0,0
usuario usuario dudar alguno,0,0,0
usuario usuario pueblo uribista mayoría,0,0,0
usuario usuario serio sentimiento,0,0,0
usuario usuario bueno cálmese vergo pan caliente pa,0,0,0
momento humanidad reinventaurl url,0,0,0
usuario usuario espía despedir llevar basura,0,0,0
800 1100 am veinte minuto,0,0,0
prohibido url,0,0,0
usuario usuario blackberry excelente servicio emoji cara alivio emoji,0,0,0
usuario llamado 400 decir 700 servido jaja,0,0,0
ayuda url,0,0,0
olé 1500000 prostituta aguantar hambre necesidad acá bogotá mmm emoji cara pensativo emoji,0,0,0
usuario usuario etiqueta él emoji cara llorar risa emoji emoji cara llorar risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,0,0,0
usuario usuario usuario usuario idear si conocer,0,0,0
usuario usuario ahí buscar emoji cara revolver él risa emoji,0,0,0
dulce ñame manjar diós mucho prueba 0 duda url,0,0,0
usuario usuario jaja emoji cara llorar risa emoji,0,0,0
usuario usuario usuario si así cosa regalo url,0,0,0
usuario usuario hacer él papel pergamino color cigarrillo quemar borde jaja,0,0,0
usuario usuario usuario jaja pelear tú ill watch,0,0,0
usuario usuario usuario usuario verdad solo anuncio,0,0,0
usuario usuario ver ver,0,0,0
vida emoji bebé emoji url,0,0,0
usuario usuario negocio si robar buen sumar comprar juez ir casa cárcel,0,0,0
usuario usuario man,0,0,0
twitteraton 1100 amvamos emoji bícep flexionado tono piel claro emoji emoji bícep flexionado tono piel claro emoji emoji bícep flexionado tono piel claro emoji url,0,0,0
usuario usuario chapulín,0,0,0
usuario usuario jaja ah vainar,0,0,0
usuario usuario jaja casi nd,0,0,0
usuario usuario mor gustar guarito,0,0,0
usuario usuario así gustar jaja,0,0,0
usuario hola bogotá 16000 cada incluir envío,0,0,0
usuario usuario ricky paila guaro soportar jaja,0,0,0
amiga agente fbi,0,0,0
usuario alejandra,0,0,0
usuario sonar serio gracias,0,0,0
yoalos23estar decir verdad deber aplicar él edad haghstag caer anillo dedo tendencia emoji caro boca abierto emoji,0,0,0
usuario juujaja pachito jaja,0,0,0
cadena,0,0,0
the book of henry netflix,0,0,0
usuario cookie dough cobertura avellán ir arrepentir jurar,0,0,0
usuario acabar sueño americano bye,0,0,0
usuario gracias julian,0,0,0
usuario carreta,0,0,0
usuario siempre rabio,0,0,0
wao mujer usuario miraa,0,0,0
seguro url,0,0,0
usuario invitar im so flattered voypalante llegar lunes,0,0,0
usuario vivir allá hacer emoji pulgar hacia arriba tono piel claro medio emoji,0,0,0
curso movilidad url,0,0,0
usuario si fit avellán chocostevia,0,0,0
usuario acá si,0,0,0
usuario equivoqué búlgaro aquí encontrar video cómo llegar colombia url,0,0,0
empezar año mejor manera posible emoji cara sonreir gafa sol emoji emoji cara sonreir gafa sol emoji,0,0,0
prepárate emoji cara sonreir cuerno emoji url,0,0,0
presentar amor vida emoji caro sonreir corazón emoji emoji cara sonreir corazón emoji url,0,0,0
usuario usuario usuario usuario tremendooo emoji cara revolver él risa emoji emoji cara revolver él risa emoji emoji cara revolver él risa emoji,0,0,0
usuario pistacho yuuummm,0,0,0
noche joe arroyo,0,0,0
usuario jaja,0,0,0
cosa bonito sólo decir extrañar sonrisa emoji cara feliz ojo sonrient emoji,0,0,0
día lindo hoy emoji corazón rojo emoji emoji pintar él uña emoji url,0,0,0
plisss jaja,0,0,0
usuario usuario ir solo mundo,0,0,0
repetir riodeoro url,0,0,0
bendito retreta riodeoro url,0,0,0
usuario creer quedar callado emoji cara mano boca emoji,0,0,0
romper escudo emoji mano aplaudir emoji emoji mano aplaudir emoji emoji mano aplaudir emoji,0,0,0
pasar bueno url,0,0,0
usuario usuario fácil torre salir goleador campeonato cuadrar salido uds dos,0,0,0
recocha mas buen mami liva url,0,0,0
usuario usuario usuario usuario usuario usuario usuario usuario,0,0,0
usuario querer ver ja ja ja,0,0,0
jaja real,0,0,0
usuario persona url,0,0,0
azul total llevar ver primero clásico capitalino año ir millonario emoji puño cerrado emoji,0,0,0
usuario quién,0,0,0
usuario usuario usuario bueno entonces omitamos respuesta preferir ir,0,0,0
invitar mencionar yo publicación pata burger master 2020,0,0,0
semestre,0,0,0
jaja ay penaaa,0,0,0
usuario decir salsa pues listo url,0,0,0
vivir solo respirar,0,0,0
usuario usuario usuario quién tirar dulce argumento inteligencio sido buen ud repartición,0,0,0
gran vida esperandote,0,0,0
feliznoche venir cuenta regresivausuario usuario usuario usuario url,0,0,0
propósito mejor amiga 2020usuario url,0,0,0
acabar publicar foto floresto boyaca url,0,0,0
jaja así,0,0,0
usuario báñatar agua rudaatención soldado caído soldado caído jaja emoji cara revolver él risa emoji url,0,0,0
siempre alguien querer siempre alguien cuidar emoji micrófono emoji emoji mano oración tono piel claro emoji emoji hoja revolotear viento emoji,0,0,0
ver agradecido trabajar odio idea seguir así ahí sendhelp,0,0,0
energía positivo actitud ir equipo,0,0,0
usuario raro,0,0,0
usuario usuario jaja necesitar meme,0,0,0
concejo tipo follar feliz,0,0,0
llegar desaparecer casa mamá mínimo deber esperar 3 día aparecer advertido emoji caro revolver él risa emoji,0,0,0
rico describar tal cuál bello conocer bello aún aceptar tal cuál emoji colisión emoji emoji colisión emoji dar cháchara puess,0,0,0
primero día selva dormir telar mosquitero bañándome balde alto experiencia emoji caro sacar lengua emoji,0,0,0
dar sueño hora 11 pm,0,0,0
jugar 11 emoji cara pensativo emoji momento lizar jugar 10 jugador torneoespn,0,0,0
usuario monchi sentir mismo tar peliculasseri virtual hug horribleee,0,0,0
usuario usuario este jueves miedo,0,0,0
usuario facil,0,0,0
usuario bello,0,0,0
primero mes junto largo historia junto adorar incontrolablemente emoji corazón lateir emoji emoji dos corazón emoji 13cdm olop url,0,0,0
querer ir yo paseo veeez emoji cara favor emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji emoji cara llorar fuerte emoji,0,0,0
usuario hoy traje garrapatas estadio primero partido usuario torneoespn url,0,0,0
jaja bueno,0,0,0
emoji cronómetro emoji 55 amonestado carlos arboleda,0,0,0
segundo comité importante vida seguir embalado 3 mandar fua disminuir vaciado,0,0,0
usuario gran mentira,0,0,0
usuario logrado emoji pulgar hacia arriba emoji,0,0,0
conjuro 3,0,0,0
dios líbreme persona así,0,0,0
usuario usuario usuario rosado ir ojo,0,0,0
usuario tender desvanecer,0,0,0
yoalos23estar pasar semestre makia universidad severo amigo aún conservar emoji corazón negro emoji,0,0,0
usuario seguir sdv,0,0,0
vaina hacer bien hecho hacer medias ir,0,0,0
tiburón poder oler sangre 15 kilómetro distancia poder hacer mismo salchipapa,0,0,0
dónde plan contingencia frío bogotano,0,0,0
usuario usuario man posudopero bonitobonitotrotón emoji pulgar hacia arriba emoji,0,0,0
valentía emoji mano levantado celebrar tono piel claro emoji,0,0,0
nunca terminar conocer amigo,0,0,0
usuario cabello seguir lindo emoji cara sonreir corazón emoji,0,0,0
ufff siii,0,0,0
usuario usuario giovanni mucho gracia abrazo,0,0,0
bendito hombre aguante pendejada querer compartir vida yo emoji mano oración emoji,0,0,0
usuario cosa gustar hacer sexo,0,0,0
manera aprender enseñar,0,0,0
medio noche comiendome pan desayuno emoji cara favor emoji jaja url,0,0,0
vs who share my birthno gustar jueguito emoji cara desaprobación emoji url,0,0,0
usuario usuario gracia dos emoji cara desaprobación emoji,0,0,0
mamá amar locura emoji exclamación corazón emoji,0,0,0
integrante grabar audio llevar dos minuto emoji carar ojo blanco emoji,0,0,0
cosa anoto jamás volver revisar,0,0,0
usuario sabio feliz cumpleaños emoji playa sombrilla emoji emoji playa sombrilla emoji emoji playa sombrilla emoji emoji playa sombrilla emoji,0,0,0
usuario verte asi feliz merez,0,0,0
observar vida venir ir,0,0,0
feliz hija emplear,0,0,0
usuario alcanzas imaginar amar feliz lado emoji cara sonreir corazón emoji,0,0,0
querer viajar new york doy play wutang clan allá recorrer barrio 90s,0,0,0
compartir familia tierra regalo agradecer dios emoji mano oración emoji emoji cara sonreir aureola emoji emoji bícep flexionado emoji emoji cara fiesta emoji emoji docente hombre emoji emoji bandera colombia emoji carmen bolívar url,0,0,0
usuario ay padreee jaja,0,0,0
hermano creer necesitar ahora,0,0,0
joa breve viajar ecuador ir ver usuario vs usuario ir rojoyblanco querido voi url,0,0,0
edad después tanto año cuidado padre solo desear tranquilo,0,0,0
usuario dios tanto heemoso ojo ver,0,0,0
viajar gripe peor emoji caro estornudar emoji emoji caro mascarilla médico emoji emoji caro mascarilla médico emoji,0,0,0
feliz cumpleaños querido usuario dios bendiga regale hermoso merez vida abrazo gigante emoji cara mano abrazar emoji emoji cara mano abrazar emoji emoji cañón confeti emoji emoji bola confeti emoji emoji regalo emoji emoji caro lanzar beso emoji,0,0,0
día descanso resumir lavarbarrercocinar extrañar familia amigo emoji cara sueño emoji,0,0,0
saber feliz si poder yo,0,0,0
único valer pena familia agradecido dios,0,0,0
feliz cumplir 23 usuario dios colmar mucho bendición,0,0,0
extraño viajar mamá emoji cara favor emoji url,0,0,0
corazón feliz dios lleno fuerza emoji cara feliz ojo sonrient emoji emoji símbolo mareo emoji,0,0,0
hermano poner 3 vez tús url,0,0,0
día feliz persona maravilloso emoji familia hombre mujer niña emoji emoji familia hombre mujer niño emoji emoji infante tono piel oscuro medio emoji url,0,0,0
pesar todo adversidad feliz,0,0,0
señor siempre muestra yo camino correcto emoji mano oración emoji emoji mano oración emoji felizmart url,0,0,0
gana ser rico viajar mundo,0,0,0
querer contar agradecer familia amigo apoyo ganar viaje bali,0,0,0
usuario esperar pasado feliz cumpleaños emoji cara sonreir ojo corazón emoji emoji cara sonreir ojo corazón emoji lleno amor abundancia emoji corazón naranja emoji emoji corazón morado emoji,0,0,0
usuario feliz cumpleaños flaco dios bendiga 22 llegar jajaj,0,0,0
vida corto ser infeliz,0,0,0
beso madre abrazo buen padre cariño hogar emoji familia hombre mujer niña niño emoji,0,0,0
dedicar triunfo familia amigo siempre creer graciar url,0,0,0
pereza viajar tanto cosa,0,0,0
hacer feliz querer hacer feliz merez hacer feliz aseguro url,0,0,0
usuario feliz maelo,0,0,0
haztir favor saber feliz solo acompañado saber feliz emoji cara ojo cerrado lengua emoji,0,0,0
señor querer querer aunque saber querer amén emoji mano oración emoji usuario usuario usuario,0,0,0
feliz miércoles nadie querer venir ayudar yo gaybogota apelar singorritotambienhayfiesta url,0,0,0
parcir viajar chimba extrañar tierrita frío bogotá,0,0,0
llegar medellín menos dos semana tener volver viajar emoji cara agotado emoji emoji cara agotado emoji,0,0,0
encantar hacer él feliz emoji cara sonreir corazón emoji,0,0,0
razón viajar,0,0,0
encantooo querer usuario volver llevar emoji cara llorar fuerte emoji,0,0,0
peor viajar guayabo emoji cara grogui emoji,0,0,0
feliz cumpleaños adelantado emoji caro sonreir ojo corazón emoji emoji cara fiesta emoji emoji cara fiesta emoji emoji cara fiesta emoji url,0,0,0
creer mejor amiga venir vivir medellín tanto feliz hacer cosa pensar emoji cara sonreir corazón emoji,0,0,0
aflija error luchar alcanzar meta feliz tarde emoji carar mano abrazar emoji,0,0,0
momento 8 año hermano parce recordar primero vez brazo emoji caro llorar fuerte emoji,0,0,0
